"id"	"researcher_name"	"application_title"	"application_summary"
"523734"	"Banihashemi, Amir"	"Processing and Coding for Efficient Sensing and Transmission of Information"	"This proposal is for funding to support a continuing research program on digital and wireless communications, coding and information theory. The focus is on both sensing and sampling of the information as well as its transmission. For both cases, we are interested in devising efficient (low-complexity) algorithms and processes that can operate at very high speeds. We are also interested in implementing such algorithms in VLSI circuits. For sensing and sampling, our focus is a recent technique, called Compressed Sensing (CS). Using the graphical representation of the sensing process, we make connections to the widely popular and vastly explored area of iterative coding schemes, and propose new techniques to analyze CS algorithms, and devise new sensing matrices and recovery algorithms. The goal here is to reduce the complexity of the recovery process and yet be able to recover signals with relatively large fraction of nonzero (non-negligible) elements from a relatively small set of measurements. For information transmission, our proposal covers different layers of a communication system. At the physical layer, we devise iterative coding and processing schemes for low-complexity channel estimation/equalization/error correction. We focus on open problems in these areas such as the analysis of error floor and the design of codes with guaranteed low error floors. At the network layer, we analyze the performance of existing network coding (NC) solutions, and aim to devise new solutions with lower complexity and superior convergence behavior. Finally, we explore the cross-layer design involving two or more of the communication layers. One example would be the joint design of multiple access control (MAC) scheduling and NC for multicast scenarios in wireless multihop networks. The goal is to increase the throughput, reduce the consumed energy or decrease the delay. For the implementation part of this research, we are interested in devising new high-speed architectures and circuits with low power consumption for both sensing and processing of information.  The outcome of this research translates to smaller faster more energy-efficient communication systems that are more reliable and provide a better quality of service.""523735,""Benedicenti, Luigi"
"521848"	"Beaudry, Martin"	"Langages formels, algèbres finies et automates."	"Les algèbres associatives (semigroupes et monoïdes) et non-associatives (groupoïdes, quasigroupes, boucles) permettent de modéliser la reconnaissance de langages de mots, c'est-à-dire de décider si un mot reçu en donnée appartient à un ensemble prédéterminé. De même, on utilise les algèbres généralisées et les algèbres de forêts pour les données bidimensionnelles hiérarchiques que sont les arbres et les forêts. L'étude des relations qui peuvent exister entre différentes classes (variétés) d'algèbres et de langages est un important domaine de recherche en informatique théorique.   Le projet que je propose est axé sur deux directions de recherche. La première consiste à étudier la reconnaissance de langages de mots par des algèbres non-associatives ; cela permet d'établir des descriptions, en termes non-associatifs, de variétés de langages de mots qui avaient été définies en des termes très différents. La seconde direction de recherche consiste à faire un travail analogue avec les algèbres et langages de forêts. Je veux en particulier étudier une manière de construire des algèbres de forêts, le produit contexte, et les limites sur la puissance des algèbres qui peuvent être obtenus de la sorte, en comparant les langages de forêts qu'elles reconnaissent avec des variétés de langages déjà définies en termes de logique formelle ou de variétés de monoïdes.""521849,""Roberts, Gordon"
"520635"	"Beaulieu, Norman"	"Wireless Communication Theory and Applications for Maximal Spectral Efficiency"	"Radio spectrum (bandwidth) is an extremely valuable but limited natural resource. While the userpopulation and the demands for wireless access services each grow rapidly, the spectrum is finite and there will be little, if not no, increases in usable spectrum. Therefore, communications research must focus on the development of new engineering science and technologies that will make much more efficient usage of the dear spectrum.  If not, there will not be sufficient bandwidth available for everyone and the cost of wireless services will skyrocket.  The proposed research targets three areas that promise to improve the efficiency of spectrum usage, cognitive radio, cooperative wireless networks and ultra-wide bandwidth (UWB) wireless for femto-cell wireless access.         The concept of cognitive radio is that so-called secondary users will be permitted to access and use spectrum that is not in use by the so-called primary users, provided that the secondary users do not cause interference to the primary users.  Research is needed in order to determine how secondary users can best determine that spectrum is not in use by primary users, and then on how to best access the unused spectrum without causing interference or service disruption to the primary users.       Cooperative wireless networks enable mobile and portable users to have expanded coverage area and improved quality of service by designing the radios to cooperate with each when they are in geographical promity.  The user radios cooperate by acting as relays for each other's messages.  How best to design the radio network so that users can cooperate raises many questions that need to be researched.       Femto-cells are mini base stations designed for use in a home or small business.  Femto-cells connect a user to his/her broadband access and give the user more bars inside buildings, parking facilites, etc., where coverage might  otherwise be poor.  The femto-cell concept is, so far, very susceptible to interference and research is needed to make the femto-cell concept best serve the home and business user.""520636,""Deen, Jamal"
"528083"	"Belostotski, Leonid"	"High-sensitivity receiver systems for use with RF and THz radio telescopes and commercial systems"	"The proposed research will build on applicant's strengths by expanding the previously started research and embarking on a new research path. The first research objective, which builds on the past success, is to demonstrate highly sensitive, fully integrated, wideband Square Kilometre Array (SKA) receiver operating at low GHz frequency range. The proposed research will continue applicant's prior work by investigating the implementations of other essential components of the direct-sampling high-gain SKA receiver, such as an anti-aliasing filter, a variable gain amplifier and a calibrated power detector. Once furnished with the additional circuitry, an investigation of adding an optical data transfer system, which will also serve as the ADC by employing a time-based ADC architecture, will also be conducted. This complete receiver will be placed inside a ""thick"" Vivaldi antenna and will become a very unique system that converts RF broad-band received signal to a digitized optical output. A demonstration of commercial potentials of the highly sensitive receivers are also planned with a development of a high-end GPS receiver equipped with novel low-noise ESD circuitry that is co-designed with the receiver front-end. A proof-of-concept GPS receiver will be designed to validate its characteristics experimentally.A unique noise parameter measurement system for frequency conversion circuits will be developed, as part of the second research objective, to gain a deeper understanding of noise performance of frequency conversion circuits and provide us with design guidelines for their noise minimization.The third research objective is the development of fully integrated cryogenic 460GHz and 830GHz receivers for Cerro Chajnantor Atacama Telescope (CCAT) in Chile. The work will be broken into a number of projects consisting of a design of a fundamental 437.5GHz VCO, 437.5GHz and 830GHz frequency dividers, a phase-locked loop for the 437.5GHz VCO, 460GHz and 415GHz mixers, 22.5GHz LNA and IF-to-based band converter.""528084,""VanderLoos, Hendrik"
"533257"	"Beltrame, Giovanni"	"Methodologies and Architectures for Probabilistic Real-Time Systems"	"Computing systems that are subject to strict operational deadlines from event (e.g. alarms, commands, etc.) to response are called real-time systems. These are employed in many applications where the response time of a control system can have a critical impact on the safety of people or infrastructure (e.g. airplanes, automobiles, or satellites). With critical applications become more and more complex, the performance of real-time systems has to increase to guarantee appropriate safety standards. The main obstacle to high-performance real-time systems is the unpredictable timing behaviour of modern  computer architectures. Currently, software designed for real-time systems needs to be guaranteed to be executed within the required time frame. Depending on the complexity of the underlying hardware architecture, this level of certainty might  be difficult or impossible to reach.  Within this context, this project will introduce a probabilistic approach: by enabling true randomized behaviour in processors and memory architectures, one can define probabilistic  metrics for the timing behaviour of a system.   This would bring real-time software engineering in line with other engineering domains, that perform risk analysis using component failure probabilities. In this project we will define novel architectures and design methodologies for truly probabilistic real-time systems, focusing on aerospace applications. Successful  implementation of such systems will have tremendous impact on the way critical systems are  designed, and the potential benefits in terms of cost of integration, verification, and certification of real-time software are enormous.""533258,""Lee, Jeffrey"
"525730"	"Benyoucef, Morad"	"Enabling Social Commerce - A New Form of E-commerce that Leverages Social Ties Between Users"	"Social commerce is defined by IBM as ""the concept of word-of-mouth applied to e-commerce"". When a user interacts online, she knowingly or unknowingly spreads the word about a product or brand; hence members of her online community can leverage her opinions in their purchase decisions. As word-of-mouth relies on social ties, it is becoming the marketing strategy of choice deployed on social media and e-commerce websites. For business and academia there is a need to understand social commerce, to study the design of platforms that support it, and to investigate the social ties that are inherent to these platforms, all in a way that satisfies businesses and consumers. The objectives of this proposal are twofold. First, we will study the design of social commerce platforms. There are two categories of such platforms: those that add ""commerce"" features to social media platforms (e.g., applications that enable e-commerce on Facebook); and those that add ""social"" features to e-commerce platforms (e.g., having a button on Amazon for the customer to ""share"" her purchases with her Facebook friends). We will investigate design frameworks and processes for developing social commerce platforms in an efficient and effective way. Second, we will study algorithms that predict the formation of ties (aka links) and those that detect communities on social commerce platforms. This proposal will have an economic impact by enabling social commerce; and a scientific impact by creating and using new methodologies to address complex issues such as innovative social commerce design and more accurate and efficient algorithms for social tie prediction and community detection.""525731,""Rousseau, LouisMartin"
"534276"	"Binder, Polina"	"Québec"	"CANADA"
"530909"	"BlondinMassé, Alexandre"	"Modèles combinatoires pour la représentation et l'encodage de figures discrètes"	"La géométrie digitale est une discipline qui s'est récemment développée, comme beaucoup d'autres, avec l'avènement des ordinateurs. Alors que la géométrie analytique, basée sur le calcul infinitésimal et le paradigme du continu, nécessite des calculs en nombres réels souvent coûteux, la géométrie digitale est mieux adaptée au traitement des images numérisées. Elle possède des ramifications dans des contextes très variés, parmi lesquels on compte l'imagerie médicale, la cristallographie (pour laquelle on a décerné à D. Shechtman le Prix Nobel de chimie en 2011), la physique, la tomographie, la géodésique ainsi que la simulation. Supporté par l'organisme ""International Association for Pattern Recognition (IAPR)"" et son comité technique IAPR-TC18, le domaine regroupe une importante communauté de chercheurs qui font état de leurs découvertes à la conférence internationale ""Discrete Geometry for Computer Imagery"", qui en sera à sa 17ème édition en 2013 à Séville.Une figure discrète est dite première si elle ne peut être obtenue à partir d'une autre figure plus petite en remplaçant chaque pixel qui la compose par une région discrète connexe quelconque. En combinatoire des mots, ceci se traduit par le fait qu'on ne peut obtenir le mot de contour à partir d'un autre en lui appliquant un morphisme homologue. Or, on en sait très peu à ce sujet. Par exemple, peut-on facilement décider si une figure discrète donnée est première ou composée ? Peut-on relaxer les contraintes pour qu'une figure soit composée, en tolérant une certaine erreur basée, par exemple, sur la distance d'édition ? Est-il possible de représenter de façon efficace les images numériques par un ensemble de mots de contour ? Finalement, peut-on utiliser la notion de primalité de figures discrètes à des fins d'encryptage, à l'instar du célèbre algorithme RSA ? Ces questions sont celles auxquelles je propose de répondre dans ce programme de recherche.""530910,""Jackson, Donald"
"524558"	"Blustein, WilliamJames"	"Finding and Using Information in e-Documents"	"My research is dedicated to helping people to make sense of documents.  While the advent of digital media presents many opportunities, the major problems I seek to address are to locate and secure appropriate access to the right documents at the right time from amongst the sheer quantity of documents available to us; to understand and make meaningful use of the content once it is found; to enhance that content by current means which include annotating, clustering, and tagging for both personal and community use; and, lastly, to recombine and restructure documents which speaks to the vision of Bush and Otlet inter alia who saw the potential of hypertext and the Semantic Web.  My coherent research projects are housed within one research group, HAIKU (Hypertext Augmenting Intelligent Knowledge Use).""524559,""Capretz, Miriam"
"527358"	"Boudoux, Caroline"	"Pushing the limits of biomedical optics endoscopy through the development of dedicated instrumentation"	"The past 25 years have witnessed the emergence of a wide array of novel medical imaging modalities exploiting the interaction between laser light and biological tissues. The techniques are now used in biology for observing tissues at architectural (using large field-of-view modalities such as optical coherence tomography), cellular (using confocal microscopy) or molecular (using fluorescence or nonlinear techniques) levels. Translation to the clinical world will allow clinicians to perform minimally invasive diagnoses. While biomedical optics techniques have a resolution and contrast unsurpassed by conventional medical imaging instruments (such as X rays, MRI, PET), their penetration depth is too shallow to perform visualization of internal organs without developing small and flexible instruments known as endoscopes. Additionally, while fluorescent agents may be added to study biological processes in small animals, very few are approved for use in humans. We must therefore rely mostly on endogeneous molecules (eg fluorophores naturally present in human tissues) to obtain specific contrast. The goals of this research are thus to: (1) study the interaction of lasers with biological tissues to develop ways to excite endogeneous molecules, (2) develop novel optical fibre components that will allow exciting these molecules for enhanced endoscopic imaging and (3) design and fabricate miniature lenses and other optical components to obtain high resolution imaging within the narrow confines of endoscopy.The biomedical industry in Canada will benefit from this research through the generation of new intellectual property, the training of highly qualified and specialised personnel as well as the creation of a unique expertise in lens fabrication through a technology called diamond-turning CNC available at École Polytechnique Montréal. The long term impact of this research is to decrease health care cost and increase overall the quality of life of Canadians by providing clinicians with diagnostic tools allowing for more accurate, less invasive screening procedures at stages where full recovery is the most likely outcome.""527359,""Lang, Andrew"
"524918"	"Boulanger, Pierre"	"Skill Transfer and Evaluation of Minimally Invasive Surgery Procedures Using Visuo-haptic Communication"	"Our short term objective is to develop a system capable of comparing an expert surgeon and a trainee using measurements provided by bio-metric signals as they perform their tasks. Our goal is to compare not only dexterity but also task precision and safety.  The long term objective is to determine if complex ambidextrous MIS manipulations can be transferred between an expert surgeon and a trainee by multi-modal visuo-haptic guidance using a What-You-Feel-Is-What-I-Feel (WYFIWIF) paradigm. The WYFIWIF paradigm has been shown recently to be a very effective approach at skill transfer and acquisition for a variety of applications. Both short term and long term objectives complement each other as we will use the measurements provided by the gesture acquisition system to design the visuo-haptic guidance system and to validate how efficient the system works. This new design approaches could represent a scientific breakthrough in human computer interface and advanced augmented reality systems in the field of medical training. In collaboration with CAMIS, the Advanced Man-Machine Interface Laboratory (AMMI), the new UofA chair in surgical simulation, and Quanser Inc. (a Canadian Company specialized in haptic interface development), we will address these important research issues.""524919,""Mattsson, Jim"
"523708"	"Boyd, Jeffrey"	"Vision and Sensing of Human Motion for Athletes and Artists"	"Biometrics typically refer to the application of pattern recognition methods to the measurement of humans for security purposes. We take a broader view, by applying a variety of signal processing and computer vision techniques to the measurement and analysis of human motion, for applications in athletics and clinical treatment of gait disorders.  The prototypical application is an athlete running on a treadmill, but experiencing pain.  We know that if the athlete runs differently, we can eliminate the pain, but gaits are not easily altered.  Using athletics such as this as a case study, we seek to develop algorithms and systems that measure and analyze human motion to produce feedback to that person in real-time.  A working hypothesis is that properly designed feedback will be an effective way to correct a gait.  We have demonstrated the concept in previous work with a system designed to correct the technique of a speed skater who had lost his ability to do cross overs.  We focus on audio feedback because it leaves the eyes free for the athlete's safety, and because we know that people can coordinate their movements with sound.  The proposed research builds on this previous success by exploring the use of various sensors to measure locomotion (computer vision, motion capture, and sensors mounted on the athlete), measuring in a variety of settings (speed skating oval, treadmill, running track, sidewalk), developing signal processing algorithms for synchronization with the various sensors and motions, examining a variety of modes of locomotion (walking, running, skating), and developing and testing algorithms and systems that target a variety of desired outcomes (athletic performance, clinical treatment).  A key part of our methodology is to engage with artists and musicians.  While artists and musicians can use our technological advances to further their aesthetic goals, our scientific work receives a reciprocal benefit as they contribute to the design of audio and visual feedback that is effective in obtaining the desired response from an athlete.""523709,""Sperling, Felix"
"521431"	"Boyd, Sylvia"	"Applying Methods from Combinatorial Optimization in Solving Large-Scale Real World Problems"	"Many practically important optimization problems are combinatorial in nature.  Some examples include the minimum cost design of reliable communication networks, fast printed circuit board production, the building of genetic evolutionary trees as well as the optimization of various scheduling and routing problems.  Unfortunately, may such problems belong to a class called ""NP-hard"", which is considered strong evidence that they  are extremely difficult to solve, and that it is highly unlikely that we will find techniques for solving them that are guarantee to be practical and efficient in all cases.  The lack of efficient methods for such problems is of significant importance as there exist large-scale, real world instances requiring solutions.  Fortunately, in practice, it is often sufficient to obtain solutions for these problems which, if not optimal, are at least guaranteed to lie within a certain satisfactory percentage of the optimal (best) solution, which in many cases is much more viable task.Our research objective is to enlarge the set of such NP-hard problems arising from applied combinatorial optimization models which can be practically and satisfactorily solved.  To achieve this goal we will use the following three approaches:1)  Investigate developing new and improved efficient methods for such problems which provide      solutions guaranteed to lie within a satisfactory percentage of the optimal solution.2)  Investigate ways to improve the success rate of current methods which attempt to find an exact      optimal solution for such problems.3)  Investigate ways of applying combinatorial optimization models and methods to applications       arising in other areas of Computer Science.""521432,""Jenkin, Michael"
"525352"	"Bruce, Ian"	"Computational Models of Hearing"	"The human auditory system is capable of accomplishing tasks such as speech understanding, sound source identification and sound source separation at a level of performance that remains unrivalled by man-made systems. The long-term goals of this research program are to develop and utilize computational models to: i) improve our understanding of how the ear and brain process acoustic and electrical stimulation to perform a range of hearing tasks, ii) better elucidate the neural mechanisms that are utilized within the mammalian auditory system, and iii) develop improved predictors of human speech perception and tools for the design of novel hearing aid and cochlear implant sound processing strategies.This research program will achieve significant improvements in auditory models that are being utilized extensively in the worldwide hearing research and speech & audio processing research communities. In addition, the results will provide new understanding of many of the processing approaches and biophysical mechanisms employed within the mammalian auditory system that enable it to achieve its unmatched level of performance on so many tasks. This in turn will inspire new directions in signal processing algorithms for speech & audio processing and lead to further advances in assistive devices for the hearing impaired.""525353,""Herd, Christopher"
"534147"	"Bruce, Jake"		"NSERC"
"533946"	"Bylinskii, Zoya"		"UNITED KINGDOM"
